movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
70. Silver Linings Playbook (2012),"15 | 122 min | Comedy, Drama, Romance",7.7,Rate,81 Metascore,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","Director: David O. Russell | Stars: Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","Votes: 731,882 | Gross: $132.09M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
71. The Fear (I) (2012),"15 | 50 min | Crime, Thriller",7.1,Rate,A Brighton crime boss turned entrepreneur and the disintegration of a criminal mind.,"Stars: Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls","Votes: 1,178",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
72. Won't Back Down (2012),PG | 121 min | Drama,6.4,Rate,42 Metascore,"Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.","Director: Daniel Barnz | Stars: Viola Davis, Maggie Gyllenhaal, Holly Hunter, Oscar Isaac","Votes: 6,818 | Gross: $5.31M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
73. Outside Satan (2011),"15 | 110 min | Crime, Drama, Fantasy",6.4,Rate,63 Metascore,"In a village on the French Opal Coast, a drifter engages in a perplexing relationship with a young woman who has suffered abuse.","Director: Bruno Dumont | Stars: David Dewaele, Alexandra Lemâtre, Christophe Bon, Juliette Bacquet","Votes: 2,066",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
74. Ripper Street (2012–2016),"15 | 59 min | Crime, Drama, Mystery",8.1,Rate,"The streets of Whitechapel are the haunt of Detective Inspector Edmund Reid and his team of officers, who aim to maintain law and order in a place once terrorized by Jack the Ripper.","Stars: Matthew Macfadyen, Adam Rothenberg, MyAnna Buring, Jerome Flynn","Votes: 22,120",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
75. Code Name: Geronimo (2012 TV Movie),"15 | 101 min | Action, Crime, Drama",5.7,Rate,A group of Navy SEALs comes to learn the identity of their target: Osama bin Laden.,"Directors: John Stockwell, Paulette Victor-Lifton | Stars: Cam Gigandet, Jenny Gabrielle, Anson Mount, Freddy Rodríguez","Votes: 10,986",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
76. The Final Rites (I) (2012),"15 | 103 min | Action, Horror, Mystery",4,Rate,"An anthropology student invites his classmates and professor to his family's abandoned ranch, once a sacred Chumash burial ground, to recreate an ancient ceremony.","Director: W. Peter Iliff | Stars: Wes Bentley, Kate Maberly, Ryan Donowho, Travis Van Winkle","Votes: 1,685",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
77. 80 Million (2011),"12 | 102 min | Action, Drama, History",6.6,Rate,"Solidarity activists prepare a bravura heist, taking out 80 mln from a union bank account just before it is blocked by communist authorities.","Director: Waldemar Krzystek | Stars: Filip Bobek, Marcin Bosak, Wojciech Solarz, Piotr Glowacki",Votes: 976,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
78. Breathing (2011),15 | 94 min | Drama,7,Rate,66 Metascore,"Through his work at a morgue, an incarcerated young man trying to build a new life starts to come to terms with the crime he committed.","Director: Karl Markovics | Stars: Thomas Schubert, Karin Lischka, Georg Friedrich, Gerhard Liebmann","Votes: 2,990 | Gross: $0.00M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
79. Grabbers (2012),"15 | 94 min | Action, Adventure, Comedy",6.3,Rate,62 Metascore,"When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.","Director: Jon Wright | Stars: Killian Coyle, Stuart Graham, Michael Hough, Richard Coyle","Votes: 19,211",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
80. Hideaways (2011),"15 | 88 min | Fantasy, Thriller",6.1,Rate,"James Furlong, motherless, discovered an extraordinary gift by accident which caused the death of his father and his grandmother.","Director: Agnès Merlet | Stars: Rachel Hurd-Wood, Harry Treadaway, Thomas Brodie-Sangster, Susan Lynch","Votes: 2,824",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
81. Solstorm (2007),"103 min | Mystery, Thriller",5.1,Rate,The aurora borealis slithers like a dragon through the night skies when this story about religious and sexual dominance begins in the northernmost regions of Sweden above the Arctic Circle.,"Director: Leif Lindblom | Stars: Izabella Scorupco, Mikael Persbrandt, Jakob Eklund, Krister Henriksson","Votes: 1,984",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
82. Branded (2012),"R | 112 min | Drama, Fantasy, Sci-Fi",4.6,Rate,20 Metascore,"In future Moscow, where corporate brands have created a disillusioned population, one man's effort to unlock the truth behind the conspiracy will lead to an epic battle with hidden forces that control the world.","Directors: Jamie Bradshaw, Aleksandr Dulerayn | Stars: Ed Stoppard, Leelee Sobieski, Jeffrey Tambor, Ingeborga Dapkunaite","Votes: 9,279 | Gross: $0.35M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
83. Submarino (2010),105 min | Drama,7.5,Rate,"Two brothers meet at their mother's funeral, each in his way on a path of self-destruction, both haunted by a tragedy in their youth.","Director: Thomas Vinterberg | Stars: Gustav Fischer Kjærulff, Sebastian Bull, Mads Broe Andersen, Jakob Cedergren","Votes: 11,341",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
84. Transporter: The Series (2012–2014),"48 min | Action, Crime",6.4,Rate,"Frank Martin is an ex special ops, who now spends his life as a transporter on the other side of the law. With three rules, he always completes his contracts. One way, or the other.","Stars: Chris Vance, François Berléand, Charly Hübner, Violante Placido","Votes: 7,566",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
85. Ex-Girlfriends (I) (2012),"72 min | Comedy, Drama",4.7,Rate,37 Metascore,"Jennifer Carpenter, Kristen Connolly and Alexander Poe star in a comedy about three New Yorkers struggling to uncover the truth behind their romantic entanglements. Disheartened by his ... See full summary »","Director: Alexander Poe | Stars: Jennifer Carpenter, Alexander Poe, Kristen Connolly, Liz Holtan",Votes: 320,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
86. Jiro Dreams of Sushi (2011),U | 81 min | Documentary,7.8,Rate,77 Metascore,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.","Director: David Gelb | Stars: Jiro Ono, Yoshikazu Ono, Masuhiro Yamamoto, Daisuke Nakazama","Votes: 37,465 | Gross: $2.55M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
87. Pretty/Handsome (2008 TV Movie),67 min | Drama,7,Rate,A married father of two tells his wife and teenage sons that he is transsexual.,"Director: Ryan Murphy | Stars: Joseph Fiennes, Carrie-Anne Moss, Blythe Danner, Robert Wagner",Votes: 444,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
88. Mini's First Time (2006),"15 | 91 min | Comedy, Crime, Drama",5.8,Rate,45 Metascore,"A rebellious girl hooks up with an escort agency, where her stepfather is a client.","Director: Nick Guthe | Stars: Alec Baldwin, Nikki Reed, Carrie-Anne Moss, Jeff Goldblum","Votes: 8,570 | Gross: $0.05M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
89. Hotel Transylvania (2012),"U | 91 min | Animation, Adventure, Comedy",7,Rate,47 Metascore,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.","Director: Genndy Tartakovsky | Stars: Adam Sandler, Kevin James, Andy Samberg, Selena Gomez","Votes: 274,157 | Gross: $148.31M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
90. Do No Harm (2013),"60 min | Drama, Sci-Fi",6.8,Rate,"Brilliant neurosurgeon Jason Cole must battle with his own alter-ego, Ian Price, in order to live a normal life in this modern take on Jekyll and Hyde.","Stars: Steven Pasquale, Alana De La Garza, Michael Esper, Ruta Gedmintas","Votes: 3,246",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
91. A Simple Story (1978),"107 min | Drama, Romance",6.9,Rate,"A simple story about simple people. A 38 year old divorced woman (Marie), who now has a lover (Serge) but decides to leave him, abort his baby, and then returns with her ex-husband (Georges... See full summary »","Director: Claude Sautet | Stars: Romy Schneider, Claude Brasseur, Bruno Cremer, Roger Pigaut","Votes: 1,354",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
92. Spies of Warsaw (2013),"15 | 120 min | Action, Adventure, Drama",6.7,Rate,"A military attaché at the French embassy is drawn into a world of abduction, betrayal and intrigue in the diplomatic salons and back alleys of Warsaw.","Stars: David Tennant, Janet Montgomery, Marcin Dorocinski, Miroslaw Zbrojewicz","Votes: 2,565",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
93. Mr Selfridge (2013–2016),"12 | 45 min | Drama, History",7.7,Rate,"Centers on the real-life story of the flamboyant and visionary American founder of Selfridge's, London's department store.","Stars: Ron Cook, Jeremy Piven, Tom Goodman-Hill, Amy Beth Hayes","Votes: 16,663",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
94. Secret State (2012),"15 | 42 min | Drama, Mystery, Thriller",7.5,Rate,"Secret State explores the relationship between a democratically elected government, big business and the banks.","Stars: Gabriel Byrne, Ralph Ineson, Charles Dance, Jamie Sives","Votes: 2,778",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
95. Garrow's Law (2009–2011),"Biography, Drama, History",8.3,Rate,"Garrow's Law is the true tale of William Garrow, who acted as counsel for the accused, introducing the concept of 'innocent until proved guilty' at London's Old Bailey.","Stars: Andrew Buchan, Lyndsey Marshal, Rupert Graves, Aidan McArdle","Votes: 1,223",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
96. Boundin' (2003),"U | 5 min | Animation, Short, Comedy",6.9,Rate,"A sheep dances proudly in his southwestern landscape, until one day his wool is sheared and he is left naked. He's depressed and shy, until a cheerful jackalope comes along and shows him how to leap proudly and not to be ashamed.","Directors: Bud Luckey, Roger Gould | Star: Bud Luckey","Votes: 14,577",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
97. For the Birds (2000),"U | 3 min | Animation, Short, Comedy",8,Rate,A group of snooty birds roosting on a telephone wire get their just deserts when a goofy bird drops in.,Director: Ralph Eggleston | Star: Ralph Eggleston,"Votes: 33,523",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
98. Jack-Jack Attack (2005 Video),"U | 5 min | Animation, Short, Adventure",7.6,Rate,"The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.","Director: Brad Bird | Stars: Bret 'Brook' Parker, Bud Luckey, Eli Fucile, Jason Lee","Votes: 17,549",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
99. Your Friend the Rat (2007 Video),"U | 11 min | Animation, Short, Comedy",7,Rate,Remy and Emile plead the case for rats by illustrating the historical and scientific facts about the species and their interaction with humans.,"Director: Jim Capobianco | Stars: Patton Oswalt, Peter Sohn, Lou Romano, Tony Russel","Votes: 6,711",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
100. Mater's Tall Tales (2008–2012),Episode: Time Travel Mater (2012),"U | 6 min | Animation, Adventure, Comedy",6.2,Rate,"When a clock lands on Mater's engine, he travels back in time to 1909 where he meets Stanley, an ambitious young car on his way to California. With the help of Lightning McQueen, Mater ... See full summary »","Director: Rob Gibbs | Stars: Larry the Cable Guy, Keith Ferguson, John Michael Higgins, Katherine Helmond",Votes: 911,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
101. Toy Story Toons: Small Fry (2011),"U | 7 min | Animation, Short, Comedy",7,Rate,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,"Director: Angus MacLane | Stars: Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn","Votes: 8,061",,,,"https://m.media-amazon.com/images/M/MV5BMjI4ODczMzE3OV5BMl5BanBnXkFtZTgwNDQxNjA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg"
102. Presto (2008),"U | 5 min | Animation, Short, Comedy",8.3,Rate,A stage magician's rabbit gets into a magical onstage brawl against his neglectful guardian with two magic hats.,Director: Doug Sweetland | Star: Charles Pane,"Votes: 25,417",,,,"https://m.media-amazon.com/images/M/MV5BYzRlYTU1NTgtMTU5NS00MTUyLWE0ZGUtODcyZjlkNmQ2NGQ3XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
103. Partly Cloudy (2009),"U | 6 min | Animation, Short, Comedy",8.1,Rate,"Babies both human and beast are created up in the stratosphere, by the clouds themselves. One cloud specializes in ""dangerous"" babies, creating a challenge for his loyal stork that has to deliver them.","Director: Peter Sohn | Stars: Tony Fucile, Lori Richardson","Votes: 23,103",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
104. Boy on the Moon (2011),"U | 7 min | Animation, Short, Drama",7.9,Rate,A fable of a young boy coming of age in the most peculiar of circumstances. It's the first time his Papa and Grandpa are taking him to work. Will he be able to find his own way?,"Director: Enrico Casarosa | Stars: Tony Fucile, Krista Sheffler, Phil Sheridan","Votes: 16,722",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
105. Night Wind (1999),95 min | Drama,6.3,Rate,"Hélène is unhappy with her marriage but finds some comfort and relief with young art student Paul. They reflect on their differences in age and background, but also what truly connects them... See full summary »","Director: Philippe Garrel | Stars: Catherine Deneuve, Daniel Duval, Xavier Beauvois, Jacques Lassalle",Votes: 716,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
106. Toy Story Toons: Hawaiian Vacation (2011),"U | 6 min | Animation, Short, Comedy",7.2,Rate,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.,"Director: Gary Rydstrom | Stars: Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal","Votes: 9,849",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
107. George and A.J. (2009 Video),"4 min | Animation, Short, Comedy",6,Rate,"After Nurses George and A.J. of the Shady Oaks Retirement Village witness Carl leaving with his house towed by balloons, other senior citizens around the city are inspired to make their own ""escapes"", much to George and A.J.'s chagrin.","Director: Josh Cooley | Stars: Jason Topolski, A.J. Riebli III, Steve Purcell, Peter Sohn","Votes: 2,684",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
108. Dug's Special Mission (2009 Video),"5 min | Animation, Short, Comedy",7,Rate,"Alpha, Beta, and Gamma try to keep Dug out of their way while they hunt for Kevin the Snipe. However, their instructions for his ""very special mission"" keep backfiring on them.","Director: Ronnie Del Carmen | Stars: Bob Peterson, Delroy Lindo, Jerome Ranft, Edward Asner","Votes: 7,219",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
109. Day & Night (2010),"U | 6 min | Animation, Short, Comedy",8,Rate,"Day encounters Night, a stranger of distinctly darker moods. But their suspicions soon turn to curiosity, and they are delighted to find the joys of their budding friendship.","Director: Teddy Newton | Stars: Muneer Lyati, Wayne Dyer","Votes: 19,759",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
110. Burn-E (2008 Video),"U | 8 min | Animation, Short, Adventure",7.6,Rate,"If BURN-E (a welding robot) had known how much trouble he'd be caused by WALL-E's pursuit of EVE, then he'd have taken the day off.","Director: Angus MacLane | Stars: Angus MacLane, Tessa Swigart","Votes: 12,318",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
